,Roofline,Rank-1,Rank-2,Rank-3,Rank-4,Rank-5,Rank-6,Rank-7,Rank-8,Rank-9,Rank-10,Rank-11,Rank-12,Rank-13,Rank-14,Rank-15,Rank-16,Rank-17,Rank-18,Rank-19,Rank-20,Rank-21,Rank-22,Rank-23,Rank-24,Rank-25,Rank-26,Rank-27,Rank-28,Rank-29,Rank-30,Rank-31,Rank-32,Rank-33,Rank-34,Rank-35,Rank-36,Rank-37,Rank-38,Rank-39,Rank-40,Rank-41,Rank-42,Rank-43,Rank-44,Rank-45,Rank-46,Rank-47,Rank-48,Rank-49,Rank-50,Rank-51,Rank-52,Rank-53,Rank-54,Rank-55,Rank-56,Rank-57,Rank-58,Rank-59,Rank-60,Rank-61,Rank-62,Rank-63,Rank-64,Rank-65,Rank-66,Rank-67,Rank-68,Rank-69,Rank-70
Op.LAPLACE.2D.P3,0.00021183353535353535,0.0004293344020843506,0.0004192800045013428,0.0004005919933319092,0.00038333439826965335,0.0004158783912658691,0.00042808961868286133,0.0004155072212219239,0.00047767841815948484,0.0004357600212097168,0.0003951520085334778,0.000414355206489563,0.00041362881660461426,0.00041153597831726074,0.00046045761108398436,0.0004858224153518677,0.0004556096076965332,0.0004061616182327271,0.00039100799560546875,0.00045459198951721194,0.0004918448209762573,0.0004716399908065796,0.00047851839065551763,0.0004228912115097046,0.0004562816143035889,0.0004554111957550049,0.0004897680044174194,0.0004648575782775879,0.0004428240060806274,0.00044188318252563475,0.00045418558120727536,0.00040349121093749996,0.00046544480323791506,0.0005120736122131347,0.0004256832122802735,0.0004438720226287842,0.0004942624092102051,0.0004359920024871826,0.00042067201137542727,0.0004627488136291504,0.0005636847972869874,0.0004999584197998047,0.000466483211517334,0.00055207200050354,0.00045488638877868654,0.00038274400234222415,0.0004443071842193603,0.0004202784061431885,0.0004049088001251221,0.00041655039787292483,0.0004160384178161621,0.0004879744052886963,0.00043411839008331303,0.00041939041614532475,0.0004372896194458008,0.00038691519498825074,0.000413703989982605,0.0005021408081054687,0.00042735359668731685,0.0004641983985900879,0.00046593918800354005,0.00046277921199798587,0.00038846080303192137,0.00045859518051147465,0.0004779920101165771,0.0004121856212615967,0.00040770878791809086,0.0004876976013183594,0.0004644927978515625,0.00045866560935974124,0.00046167359352111817
Op.LAPLACE.2D.P4,0.0006355006060606061,0.0007471583843231201,0.000764137601852417,0.0008232079982757568,0.0006897543198201983,0.0009701616287231445,0.0009653263568878173,0.0009974559783935547,0.0010195584297180175,0.0008776031970977783,0.0007716320037841797,0.0009752351760864258,0.000793073606491089,0.0009264511585235596,0.000905884838104248,0.0006669280052185059,0.0008579392433166504,0.0008219967842102051,0.000748358416557312,0.0007957504034042358,0.0009085151672363281,0.0009213664054870606,0.0009736239910125733,0.0008878272056579591,0.0008255728244781494,0.0009503520011901857,0.0008638272285461426,0.0009402912139892578,0.0008461600303649902,0.0006945695877075195,0.0007901423931121826,0.0006990463972091675,0.0007186751842498779,0.0008665008068084717,0.0008797840118408203,0.0009443008422851562,0.0008489439964294434,0.0008719696044921874,0.0008260319709777833,0.0009921792030334474,0.0009578432083129883,0.0008892960071563721,0.0008326272010803223,0.0009886176109313964,0.001006180763244629,0.0008594592094421388,0.000858566427230835,0.0009468271732330322,0.0007535615921020508,0.0006695215270774352,0.0008164480209350587,0.0007541183948516846,0.000771070408821106,0.0007379663944244385,0.0010054895877838134,0.0009284351825714111,0.0009866928100585937,0.0009821871757507324,0.00102990403175354,0.0009424480438232423,0.0007590111970901489,0.0008140159606933594,0.0009116319656372071,0.0006726208209991455,0.0008272831916809083,0.0008976128101348877,0.0007230144023895264,0.0007997632026672363,0.000918131160736084,0.0009535679817199707,0.0007147359848022461
Op.LAPLACE.2D.P5,0.001186267797979798,0.0012661791801452638,0.0012236767768859865,0.001752135944366455,0.0013640159606933594,0.0012866191864013671,0.0012975423812866213,0.0012850784301757811,0.001329849624633789,0.00127964858621436,0.001328332805633545,0.0013656800270080568,0.0012427805635618374,0.0013459440231323241,0.0012285951614379883,0.001368614387512207,0.0014299808025360107,0.0012597644076564741,0.0014809375762939454,0.0015726719856262207,0.0014257920265197755,0.0012728352646085423,0.0015463871955871582,0.0015250463962554932,0.0015507007598876954,0.0012661525413128296,0.0016022239685058596,0.0013412384033203125,0.0014537247657775878,0.0015088624000549316,0.001287835820112175,0.0012824914223237378,0.0014909135818481447,0.0014646464347839356,0.0012528902672751397,0.0016147103309631348,0.0013582207679748537,0.0013753888130187987,0.0014569664001464844,0.001374847984313965,0.0014567872047424317,0.0017571552276611328,0.0016567968368530273,0.0014031583786010742,0.0017059680938720703,0.001540559959411621,0.0017098976135253908,0.001305251216888428,0.001298089599609375,0.0017043807983398438,0.00165296630859375,0.0017920032501220703,0.001655913543701172,0.0012541319100512693,0.0014791279792785645,0.0016465887069702148,0.00128471999168396,0.001415123176574707,0.001737174415588379,0.0018377344131469727,0.0019827392578125,0.0013003599643707274,0.0017469264030456544,0.0015565968036651613,0.0016316224098205567,0.0014310784339904787,0.0012626815795898439,0.0012385647773742675,0.001755824089050293,0.0013486688137054443,0.0012965151786804199
Op.LAPLACE.2D.P6,0.0024713912457912457,0.0026422183166616713,0.0025555295944213866,0.0025746651927495917,0.003053052711486816,0.002673574447631836,0.0025764232259614895,0.00260854411460223,0.0026124135866900234,0.002608224247351992,0.0026416259230080323,0.0028442095756530763,0.002670608317167307,0.0026045912574588327,0.003153164863586426,0.002626306082274519,0.002650542258403726,0.0030447296142578125,0.0026307252946634976,0.0026112319946289065,0.0025862748323949077,0.002549145603179932,0.002737779235839844,0.002581460216013676,0.002645146111799376,0.0026211612733015523,0.0026492207853810786,0.0026186316638213154,0.002566441535949707,0.002752191925048828,0.002595014381408691,0.002647399784315469,0.002795249652862549,0.0031087135314941407,0.0029903311729431153,0.0026413212844902316,0.0025861896868336455,0.0030687456130981446,0.0030490976333618167,0.0026600233324280066,0.002615429525506656,0.00267651793785339,0.0025924434050203604,0.002597407230848749,0.0028854463577270505,0.002926425552368164,0.0026586255404365223,0.0026968959808349614,0.002566697692871094,0.003308963012695313,0.0027434911727905274,0.002587683368603021,0.002679471728319018,0.0028271663665771487,0.003112729644775391,0.002803003215789795,0.002647603325972365,0.0026688568158813836,0.0033154590606689453,0.003095635223388672,0.0028288271903991703,0.0027041343688964845,0.0028380640029907226,0.0031819695472717286,0.002731852722167969,0.0025560336112976072,0.0026347073353083545,0.002596400202107147,0.0031128095626831056,0.0026596243267377755,0.002613910484313965
Op.LAPLACE.2D.P7,0.004194304,0.004480222510460153,0.004602791976928711,0.004520013838767061,0.004541107853556731,0.004705177688598633,0.004446824509662723,0.004500578032446026,0.004429605554605989,0.004519818539023089,0.004453657531738282,0.004379630131894475,0.004487785387911862,0.00453821044436622,0.004759046363830567,0.0044376452690266825,0.004382368148600248,0.004473375121394092,0.004377348885493069,0.00446204531421476,0.004828860855102539,0.004476267945097829,0.004439316359821172,0.004369959503064381,0.004378381001819802,0.0044696248185943635,0.004413620539351657,0.004462514947230216,0.004456466865078265,0.004449740982055664,0.004408414391661371,0.004478289182409038,0.0044179431872971445,0.0048340576171875,0.004875494384765626,0.004422292107114574,0.004770032119750977,0.005038651275634765,0.004381469935019972,0.004499148941040039,0.004536357585962675,0.004418961321514792,0.004382318811786423,0.004374913339147331,0.004556112887583415,0.004996028900146485,0.004394032075720974,0.005189761734008789,0.004372492689576571,0.004833200073242188,0.005313087844848633,0.004790838241577148,0.004859231948852539,0.004713081550598144,0.005552428817749023,0.004773481750488281,0.004376870228789835,0.0055856159210205085,0.005539468765258789,0.005060235214233398,0.004529727805103984,0.004772278213500977,0.004722758483886719,0.004374055128219298,0.005166099166870117,0.004389195598934611,0.004401643629601901,0.00435288314819336,0.004465828531950747,0.004676833724975586,0.004513426173155108
Op.LAPLACE.2D.P8,0.006672756363636364,0.011264963531494141,0.0073004096984863286,0.008652806091308595,0.010660707092285155,0.007008644066556023,0.007894300842285156,0.008554370880126953,0.007976118469238281,0.010147122955322265,0.0076425949096679685,0.006973005571365851,0.008143875122070312,0.007379216003417969,0.008215135955810547,0.009090966033935548,0.007170032452262776,0.008135846710205077,0.007339609527587891,0.007086935466241461,0.007116011942280345,0.00730578842163086,0.007185852813720703,0.007227878570556641,0.006970823968252587,0.0072402435511076625,0.0070292796873380374,0.010068380737304688,0.007064295433395095,0.00805199966430664,0.01058760986328125,0.008300240325927735,0.0072440621140929485,0.007033068991671493,0.007247956596930974,0.007406307220458984,0.00848880615234375,0.007021603381300146,0.010757990264892579,0.00752674560546875,0.007004921722412109,0.008546809387207031,0.007094825029011535,0.007760886383056641,0.00723156509399414,0.008224230194091797,0.00697138127493821,0.006960214233398437,0.007232216789071196,0.00689764175415039,0.00699705083970181,0.007232026312726498,0.007146020132630832,0.008760246276855468,0.00823187484741211,0.007553955078125,0.007241379547119141,0.0071197943739166715,0.006960630767315925,0.0070799281752221225,0.007172272250120457,0.007241228485107423,0.008705728149414062,0.007756665802001953,0.007177576657682469,0.006983342381833356,0.0071824613328275565,0.007213929574557982,0.007163197346839144,0.008606655883789064,0.00707275666426841
Op.HELMHOLTZ.2D.P1,2.1898717866666667e-05,7.182400226593018e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Op.HELMHOLTZ.2D.P2,0.00019065018181818182,0.00021942400932312012,0.00021077120304107666,0.0003723871946334839,0.0002893824100494385,0.00040744798183441164,0.0002901887893676758,0.0002270591974258423,0.00021735360622406006,0.0002272655963897705,0.00024822399616241455,0.00032882559299468996,0.00042721760272979736,0.00024315359592437747,0.0002446176052093506,0.0003461008071899414,0.00023163199424743652,0.00033591039180755615,0.00025956799983978273,0.0004009584188461304,0.00047493758201599127,0.00029737759828567505,0.00021452159881591798,0.0003580367922782898,0.00022778239250183105,0.00022835359573364258,0.0004343727827072144,0.00022271358966827393,0.00033259520530700684,0.0002484544038772583,0.0002320863962173462,0.0002981375932693481,0.00041414399147033694,0.000506932806968689,0.000246614408493042,0.0002302112102508545,0.00035470080375671386,0.00026164960861206057,0.00024062399864196776,0.00034184319972991944,0.0004014016151428223,0.00039698879718780516,0.0004073311805725098,0.00044235200881958007,0.0005273967981338501,0.00041881918907165527,0.00039934720993041993,0.0004454751968383789,0.0004092111825942993,0.0005344112157821656,0.0004246544122695923,0.00028845438957214353,0.0003182464003562927,0.000291156804561615,0.0003438591957092285,0.0003072128057479858,0.0002930975914001465,0.0003234944105148315,0.0002939136028289795,0.00031197760105133057,0.000349782395362854,0.00047050881385803225,0.0005143775939941407,0.0005115120172500611,0.0005852255821228027,0.0005335920095443726,0.00047648959159851076,0.0005180287837982178,0.000516478419303894,0.0005898607969284059,0.0005407104015350342
Op.HELMHOLTZ.2D.P3,0.0006355006060606061,0.000667270396563903,0.0006743291257731287,0.0006822066212745279,0.0006785796562278699,0.0007793951988220215,0.0007043503999710083,0.0006670347829234121,0.0007585792064666748,0.0006724445349880984,0.0006631104664564396,0.000671236801147461,0.0007354575872421265,0.0007317071914672852,0.0006798425356520663,0.0008305327892303467,0.0006745542906958735,0.0007356063842773438,0.0007954048156738281,0.0007571135997772217,0.0007285184144973755,0.0006733731538575041,0.000666190923817736,0.0007014976024627686,0.0008168031692504883,0.0006768991947174072,0.0008613056182861328,0.0007662047863006592,0.0008066688060760498,0.0009093071937561035,0.0007349855899810791,0.0006864199656707457,0.0006787647933392197,0.0007073472023010254,0.0007785888195037843,0.0008906656265258789,0.0007459263801574708,0.0007540895938873291,0.0006770496129989625,0.0008552032470703125,0.0009427840232849121,0.0008202463626861573,0.000902131175994873,0.0008826608180999756,0.0008673759937286377,0.0008938848018646241,0.0007920288085937501,0.0007449952125549316,0.0009306271553039552,0.0006644727068327265,0.0006894705131198069,0.0006669063944566297,0.0006785075626416587,0.0007111535787582398,0.0006667077564435845,0.0007356591939926148,0.0006904626912465205,0.0007011871814727784,0.0006636832237243653,0.0006799693458444022,0.0007411551952362061,0.0006884080695400909,0.0008204015731811523,0.0006717022805339197,0.0007540256023406983,0.0006826337613605625,0.0007374815940856934,0.0007355792045593262,0.0007540800094604492,0.0008297423839569092,0.000670356798171997
Op.HELMHOLTZ.2D.P4,0.0012710012121212122,0.0013270670657699467,0.001373947403247439,0.0013314613657715814,0.0013779604805268253,0.0013590240874113027,0.001430019235610962,0.0018192031860351564,0.0014949312210083008,0.001444764804840088,0.001496732807159424,0.001978780746459961,0.001356181678067447,0.0013527708217328975,0.0013252593262668012,0.0015132927894592285,0.0013364503286840983,0.0014870976448059083,0.0015982048034667968,0.0013632169869404254,0.0013655029296479211,0.002191958427429199,0.0014822944164276123,0.0013315538802613081,0.0013305398265344493,0.0013515132050811827,0.0013611475226852105,0.001405843210220337,0.001631455993652344,0.001492633628845215,0.0014564991950988771,0.001556556797027588,0.0014494720458984377,0.002189819240570068,0.0014725264072418215,0.001324240039754323,0.0015762911796569825,0.0013276832103729249,0.0013628026779702515,0.0023310367584228517,0.0013706347119206935,0.002014646339416504,0.0013306071918809646,0.0016194080352783203,0.0015751391887664796,0.0013343936985513245,0.0013425375519775142,0.0013262576893189853,0.0013280702735328606,0.0013379946861602268,0.0014930720329284668,0.0017487759590148926,0.001917932891845703,0.0015365871906280518,0.0014120256423950195,0.0013423935890197753,0.0015855567932128905,0.0013316888618502961,0.0014934240341186525,0.0013668357092578853,0.0013730906943539116,0.0014534175872802735,0.0013424143335709088,0.001380297565460205,0.0013398921114382207,0.0014586943626403808,0.0014071104049682617,0.0013715611735644485,0.0017240432739257813,0.0013581651393086637,0.0014254528045654297
